[1.1629713, 1.0019817, 0.48899963, 0.08787464, 0, 0, 2.1490915, 0, 0, 0, 1.1820003]
[-0.14317316, 0, 1.6889994, 0.14371309, 0, 0, 2.3004396, 0, 0, 0, 1.1820003]
[-0.5065757, 0, 0.5445, 0.071903095, 0, 0, 2.1182306, 0, 0, 0, 1.1520001]
[1.1191508, 0.81046915, 1.6889994, 0.12192652, 0, 0, 2.23572, 0, 0, 0, 1.1820003]
[-0.22301178, 0, 1.0334995, 0.10237459, 0, 0, 2.2002206, 0, 0, 0, 1.1520001]
[-0.10745436, 0, 0.59999996, 0.0740113, 0, 0, 2.0021899, 0, 0, 0, 1.1820003]
[0.29591897, 0, 0.5445, 0.071903095, 0, 0, 2.0375483, 0, 0, 0, 1.146]
[0.3367978, 0, 1.089, 0.123452164, 0, 0, 2.187037, 0, 0, 0, 1.1820003]
[-0.53732085, 0, 0.5445, 0.071903095, 0, 0, 2.067208, 0, 0, 0, 1.1520001]
[-0.880246, 0, 5, 0.36490884, 0, 0, 2.736329, 0, 0, 0, 1.1820003]
[-0.051210627, 1.0586913, 1.6335, 0.096420325, 0, 0, 2.0661092, 0, 0, 0, 1.1820003]
[0.023771105, 0, 0.4889995, 0.09117566, 0, 0, 2.3443372, 0, 0, 0, 1.1520001]
[1.0306811, 0.7694597, 1.5779996, 0.11239188, 0, 0, 2.229861, 0, 0, 0, 1.1820003]
[1.3798845, 2.579388, 1.0889994, 0.12934627, 0, 0, 0.76604754, 5, 100, 0, 0.3780002]
[-0.76679283, 0, 0.5445, 0.071903095, 0, 0, 2.052877, 0, 0, 0, 1.1520001]
[0.22950976, 0, 0, 0.05964448, 0, 0, 1.9216032, 0, 0, 0, 1.1820003]
[0.04748754, 0, 0.5445, 0.071903095, 0, 0, 2.0468736, 0, 0, 0, 1.1520001]
[0.40715075, 0, 1.1999999, 0.08837813, 0, 0, 2.242666, 0, 0, 0, 1.1520001]
[0.121639885, 0, 1.0889996, 0.12345215, 0, 0, 2.2561264, 0, 0, 0, 1.1820003]
[-0.03656507, 0, 0.4889995, 0.09319286, 0, 0, 2.2119596, 0, 0, 0, 1.1820003]
[0.35335636, 1.0736369, 1.089, 0.084161706, 0, 0, 2.0946672, 0, 0, 0, 1.1820003]
[0.14994249, 0, 0, 0.13300492, 0, 0, 2.2908576, 0, 0, 0, 1.1820003]
[-0.51992124, 0, 0.4889995, 0.09117566, 0, 0, 2.2069302, 0, 0, 0, 1.1520001]
[-0.70019335, 0, 0.59999996, 0.0740113, 0, 0, 1.3473978, 0, 0, 0, 1.146]
[-0.6327108, 0, 2.178, 0.108678944, 0, 0, 2.7405329, 0, 0, 0, 1.1820003]
[-0.33124372, 0.8867386, 1.1999999, 0.08837813, 0, 0, 1.8642704, 0, 0, 0, 1.1820003]
[-0.8422738, 0, 0.4889995, 0.09319286, 0, 0, 2.237009, 0, 0, 0, 1.1520001]
[0.07337754, 0, 1.0889995, 0.10554249, 0, 0, 2.2854939, 0, 0, 0, 1.1820003]
[-0.45098215, 0, 0.5445, 0.071903095, 0, 0, 2.1540885, 0, 0, 0, 1.1520001]
[0.009901242, 0, 2.2889993, 0.15807992, 0, 0, 2.3865576, 0, 0, 0, 1.1520001]
[-0.21606308, 0, 0.5445, 0.071903095, 0, 0, 2.1291568, 0, 0, 0, 1.1520001]
[-0.7057456, 0, 0.59999996, 0.0740113, 0, 0, 2.1452692, 0, 0, 0, 1.1520001]
[-0.58952826, 0, 1.1999999, 0.08837813, 0, 0, 2.5127676, 0, 0, 0, 1.1820003]
[1.4268943, 1.717045, 0.4889995, 0.09011598, 0, 0, 2.0972886, 5, 0, 0, 1.1520001]
[-0.7073209, 0, 0.59999996, 0.14737174, 0, 0, 2.5694697, 0, 0, 0, 1.1820003]
[-0.4745998, 0, 0, 0.05964448, 0, 0, 1.9565524, 0, 0, 0, 1.146]
[-0.6328889, 0, 1.0889999, 0.103384085, 0, 0, 2.1870596, 0, 0, 0, 1.1820003]
[-0.63215244, 0, 0, 0.05964448, 0, 0, 2.0267732, 0, 0, 0, 1.146]
[0.3020891, 0, 8, 0.43674305, 0, 0, 3.0981846, 0, 0, 0, 1.1820003]
[0.31476608, 1.0450225, 1.089, 0.084161706, 0, 0, 2.053145, 0, 0, 0, 1.3440014]
[-0.6658036, 0, 1.0889995, 0.10554249, 0, 0, 2.086129, 0, 0, 0, 1.1580001]
[-0.32033604, 0, 0.5445, 0.071903095, 0, 0, 2.1169732, 0, 0, 0, 1.1520001]
[-0.028324556, 0, 0.59999996, 0.0740113, 0, 0, 2.1416757, 0, 0, 0, 1.1520001]
[-0.17953663, 0, 0.48899963, 0.08901722, 0, 0, 2.165319, 0, 0, 0, 1.1820003]
[-0.18823044, 0, 1.1999999, 0.08837813, 0, 0, 2.369661, 0, 0, 0, 1.1820003]
[-0.3094598, 0, 0.4889995, 0.09011598, 0, 0, 2.578021, 0, 0, 0, 1.1820003]
[-1.0554531, 1.1528016, 0, 0.0941565, 0, 0, 2.438558, 0, 0, 0, 1.1520001]
[-0.45038894, 0, 0.5445, 0.071903095, 0, 0, 2.147794, 0, 0, 0, 1.146]
[0.20809673, 1.0787139, 1.1999999, 0.08837813, 0, 0, 2.0451145, 0, 0, 0, 1.1820003]
[0.29888567, 0, 1.0889994, 0.12934627, 0, 0, 2.2786522, 0, 0, 0, 1.1820003]
[-0.7229406, 0, 0, 0.05964448, 0, 0, 2.0794058, 0, 0, 0, 1.1520001]
[0.171728, 0, 0, 0.05964448, 0, 0, 2.06242, 0, 0, 0, 1.1820003]
[-0.8240267, 0, 0.59999996, 0.0740113, 0, 0, 2.0402405, 0, 0, 0, 1.146]
[-0.53806394, 0.860391, 1.089, 0.084161706, 0, 0, 2.4098372, 0, 0, 0, 1.1820003]
[-0.6321474, 0.98729646, 2.8889992, 0.1496675, 0, 0, 2.4421642, 0, 0, 0, 1.1520001]
[1.1531192, 0.8719497, 1.5779996, 0.11353446, 0, 0, 2.234673, 0, 0, 0, 1.1820003]
